ID_objet;Date;Heure;Longitude;Latitude;Categ;Ss_categ;Etat;Quantité
939;28/03/2019;19:16:28;1,509337335;43,57998654;Matériaux;Feraille;Abimé;4
940;29/03/2019;12:48:58;1,450265503;43,57977803;Ameublement;Fauteuil;Bon;3
941;30/03/2019;05:11:45;1,428751854;43,6252425;Vehicules;Pieces detaches;Réparable;1
942;31/03/2019;13:10:59;1,4341735;43,53645351;Electronique;Jeux videos;Réparable;2
943;01/04/2019;19:30:33;1,418882297;43,57216621;Decos;NULL;Bon;1
944;02/04/2019;19:24:56;1,41220206;43,54380556;Vehicules;Autres;Bon;2
945;03/04/2019;00:29:20;1,345581237;43,59008153;Electronique;Jeux videos;Réparable;3
946;04/04/2019;22:45:17;1,415096345;43,56169554;Divers;NULL;Réparable;1
947;05/04/2019;02:56:16;1,419311234;43,64319245;Vehicules;Velos;Bon;4
948;06/04/2019;17:55:03;1,422674131;43,64600087;Ameublement;Chaise;Bon;2
949;07/04/2019;18:17:17;1,404144812;43,57358817;Vaisselles;NULL;Inconnu;2
950;08/04/2019;01:35:49;1,498858827;43,53176487;Electronique;Jeux videos;Réparable;2
951;09/04/2019;01:21:48;1,34463239;43,55755114;Matériaux;Carton;Réparable;4
952;10/04/2019;15:32:15;1,501195597;43,53205367;Vetement/textile;Femme;Abimé;2
953;11/04/2019;14:01:12;1,372697641;43,61899388;Vehicules;Velos;Réparable;1
954;12/04/2019;16:45:36;1,378238132;43,65595799;Electronique;Telephonie;Réparable;1
955;13/04/2019;04:53:07;1,491568586;43,62148974;Electronique;Telephonie;Bon;1
956;14/04/2019;21:54:23;1,473092322;43,5796808;Decos;NULL;Réparable;3
957;15/04/2019;19:39:31;1,428296019;43,64043483;Electronique;Ordinateur;Bon;3
958;16/04/2019;00:14:42;1,448736955;43,58710581;Vetement/textile;Femme;Réparable;4
959;17/04/2019;12:57:19;1,484323725;43,64006166;Matériaux;Carton;Bon;3
960;18/04/2019;00:04:10;1,369340946;43,60468884;Divers;NULL;Réparable;3
961;19/04/2019;14:49:07;1,360323942;43,59983319;Electronique;Jeux videos;Abimé;4
962;20/04/2019;10:19:57;1,486389748;43,61896888;Decos;NULL;Abimé;2
963;21/04/2019;23:47:00;1,362414818;43,59408209;Matériaux;Bois;Réparable;1
964;22/04/2019;11:09:27;1,350125098;43,60250267;Electronique;Ordinateur;Bon;1
965;23/04/2019;22:39:11;1,430108286;43,59343707;Matériaux;Verre;Réparable;2
966;24/04/2019;03:49:44;1,374164615;43,5915017;Vaisselles;NULL;Bon;1
967;25/04/2019;09:42:40;1,401115609;43,60606078;Ameublement;Literie;Inconnu;2
968;26/04/2019;19:44:46;1,416706975;43,53563444;Vetement/textile;Homme;Bon;1
969;27/04/2019;00:38:08;1,40051827;43,65911598;Matériaux;Feraille;Abimé;3
970;28/04/2019;08:22:02;1,382528468;43,53694738;Divers;NULL;Inconnu;3
971;29/04/2019;15:05:12;1,437905696;43,6446092;Ameublement;Literie;Abimé;4
972;30/04/2019;00:56:50;1,395951176;43,53742806;Vetement/textile;Enfant;Réparable;3
973;01/05/2019;06:41:49;1,462734931;43,54201975;Electronique;Jeux videos;Inconnu;1
974;02/05/2019;06:50:40;1,497474703;43,60900925;Decos;NULL;Inconnu;4
975;03/05/2019;03:19:20;1,348393043;43,58983244;Vehicules;Pieces detaches;Réparable;4
976;04/05/2019;10:35:27;1,42704485;43,63431306;Vetement/textile;Enfant;Réparable;2
977;05/05/2019;13:03:57;1,472097136;43,5902538;Outils;NULL;Réparable;2
978;06/05/2019;10:39:34;1,398995522;43,63863496;Ameublement;Chaise;Réparable;4
979;07/05/2019;22:55:21;1,485827487;43,5687994;Vetement/textile;Enfant;Inconnu;2
980;08/05/2019;10:01:08;1,366538645;43,56131126;Ameublement;Literie;Inconnu;3
981;09/05/2019;08:34:46;1,506324658;43,55882944;Electronique;Telephonie;Bon;3
982;10/05/2019;21:27:35;1,484480829;43,55509319;Divers;NULL;Réparable;2
983;11/05/2019;02:13:43;1,475462419;43,65665202;Vehicules;Autres;Réparable;1
984;12/05/2019;06:32:02;1,389527867;43,6210688;Electronique;Ordinateur;Réparable;2
985;13/05/2019;06:24:49;1,431030814;43,57005925;Vehicules;Pieces detaches;Bon;2
986;14/05/2019;15:40:16;1,358420432;43,60861432;Vaisselles;NULL;Bon;1
987;15/05/2019;01:14:46;1,351708555;43,59176643;Electronique;Ordinateur;Abimé;2
988;16/05/2019;14:58:17;1,42642874;43,58478143;Ameublement;Chaise;Réparable;3
989;17/05/2019;05:04:44;1,426698244;43,59924795;Matériaux;Feraille;Réparable;4
990;18/05/2019;08:43:22;1,392503415;43,62530303;Electronique;Jeux videos;Abimé;3
991;19/05/2019;10:52:43;1,504956866;43,54361882;Decos;NULL;Réparable;2
992;20/05/2019;07:11:34;1,44466432;43,53289067;Electronique;Jeux videos;Inconnu;1
993;21/05/2019;22:25:09;1,396250915;43,6540788;Vehicules;Velos;Réparable;2
994;22/05/2019;10:42:24;1,490611131;43,53620231;Matériaux;Bois;Abimé;4
995;23/05/2019;06:02:15;1,500686633;43,60390005;Vaisselles;NULL;Bon;3
996;24/05/2019;06:34:22;1,444011067;43,53971235;Matériaux;Verre;Réparable;4
997;25/05/2019;04:42:57;1,478920281;43,57705372;Ameublement;Fauteuil;Inconnu;3
998;26/05/2019;01:07:54;1,433204106;43,53151494;Vetement/textile;Homme;Inconnu;4
999;27/05/2019;07:25:07;1,360831081;43,54009625;Electroménager;NULL;Abimé;4
1000;28/05/2019;15:27:46;1,435443186;43,5307346;Matériaux;Carton;Réparable;3
1001;29/05/2019;15:19:23;1,510211996;43,54459006;Vetement/textile;Femme;Abimé;3
1002;30/05/2019;05:10:08;1,435372955;43,64279085;Matériaux;Verre;Bon;3
1003;31/05/2019;14:38:31;1,487776697;43,61957166;Outils;NULL;Réparable;4
1004;01/06/2019;08:51:57;1,481689362;43,64432466;Outils;NULL;Bon;3
1005;02/06/2019;14:35:40;1,459429641;43,53341822;Ameublement;Rangement;Inconnu;4
1006;03/06/2019;12:26:23;1,41603085;43,60861996;Matériaux;Verre;Inconnu;4
1007;04/06/2019;03:07:07;1,361269307;43,5704729;Electroménager;NULL;Inconnu;1
1008;05/06/2019;19:23:12;1,442793599;43,57025715;Vehicules;Velos;Abimé;3
1009;06/06/2019;13:12:00;1,484506842;43,56640476;Decos;NULL;Inconnu;2
1010;07/06/2019;18:21:02;1,413596174;43,5534469;Electronique;Telephonie;Inconnu;1
1011;08/06/2019;20:32:47;1,381086434;43,53588237;Ameublement;Literie;Réparable;4
1012;09/06/2019;14:08:47;1,403506916;43,64315658;Vetement/textile;Enfant;Abimé;4
1013;10/06/2019;11:30:50;1,34305321;43,61326669;Electronique;Jeux videos;Réparable;1
1014;11/06/2019;04:21:38;1,472919492;43,6101207;Matériaux;Verre;Abimé;3
1015;12/06/2019;21:42:46;1,426737922;43,54474529;Vetement/textile;Homme;Inconnu;4
1016;13/06/2019;09:57:56;1,361493718;43,63900323;Matériaux;Feraille;Inconnu;1
1017;14/06/2019;04:41:47;1,375926813;43,62766425;Ameublement;Literie;Abimé;4
1018;15/06/2019;00:48:53;1,366925311;43,55201475;Electronique;Telephonie;Inconnu;3
1019;16/06/2019;21:08:18;1,385278209;43,63716693;Decos;NULL;Inconnu;3
1020;17/06/2019;20:41:32;1,381926426;43,56293202;Ameublement;Literie;Abimé;3
1021;18/06/2019;11:06:14;1,367563436;43,55311579;Electronique;Jeux videos;Bon;1
1022;19/06/2019;11:19:02;1,41517018;43,5856152;Vehicules;Autres;Bon;3
1023;20/06/2019;11:47:09;1,362235257;43,62478734;Ameublement;Fauteuil;Réparable;4
1024;21/06/2019;05:38:28;1,362794978;43,63742486;Outils;NULL;Bon;2
1025;22/06/2019;20:38:58;1,408476761;43,5679747;Matériaux;Bois;Inconnu;4
1026;23/06/2019;08:17:48;1,489929195;43,53237669;Ameublement;Rangement;Bon;1
1027;24/06/2019;11:33:15;1,379024538;43,65324293;Decos;NULL;Bon;4
1028;25/06/2019;22:51:44;1,347645911;43,59812394;Ameublement;Rangement;Réparable;1
1029;26/06/2019;13:49:22;1,427607446;43,58412827;Ameublement;Chaise;Bon;2
1030;27/06/2019;09:57:50;1,433480098;43,59488089;Decos;NULL;Inconnu;1
1031;28/06/2019;21:18:50;1,395780765;43,58730727;Vehicules;Autres;Inconnu;2
1032;29/06/2019;16:47:49;1,410252258;43,63762364;Ameublement;Fauteuil;Abimé;1
1033;30/06/2019;05:30:59;1,462465457;43,65136512;Vehicules;Velos;Réparable;1
1034;01/07/2019;18:56:46;1,409740939;43,65137108;Electronique;Telephonie;Réparable;4
1035;02/07/2019;20:59:59;1,454434421;43,60380584;Vehicules;Velos;Abimé;1
1036;03/07/2019;00:50:18;1,508826974;43,64420839;Vetement/textile;Femme;Inconnu;3
1037;04/07/2019;15:32:30;1,462047008;43,53761262;Vehicules;Velos;Bon;4
1038;05/07/2019;22:05:17;1,445273061;43,65763151;Ameublement;Chaise;Abimé;3
1039;06/07/2019;20:25:25;1,428585243;43,59276513;Ameublement;Table;Réparable;3
1040;07/07/2019;00:27:20;1,490042146;43,54233527;Vetement/textile;Enfant;Inconnu;1
1041;08/07/2019;22:00:00;1,444372626;43,59223706;Vetement/textile;Enfant;Réparable;2
1042;09/07/2019;08:49:03;1,407425275;43,63454312;Ameublement;Fauteuil;Réparable;1
1043;10/07/2019;01:03:30;1,388566643;43,62148353;Decos;NULL;Abimé;2
1044;11/07/2019;10:49:42;1,407452635;43,57316486;Vehicules;Velos;Abimé;4
1045;12/07/2019;02:26:31;1,489889265;43,53725379;Ameublement;Table;Bon;2
1046;13/07/2019;21:18:33;1,429716203;43,64011985;Vehicules;Pieces detaches;Abimé;3
1047;14/07/2019;18:32:39;1,473903932;43,53868771;Divers;NULL;Réparable;4
1048;15/07/2019;08:35:23;1,392708453;43,65695256;Ameublement;Rangement;Inconnu;3
1049;16/07/2019;10:33:35;1,498198915;43,55941839;Electroménager;NULL;Abimé;3
1050;17/07/2019;02:28:43;1,463829117;43,64525644;Matériaux;Carton;Inconnu;2
1051;18/07/2019;14:40:26;1,507181571;43,56516384;Vetement/textile;Enfant;Inconnu;2
1052;19/07/2019;06:19:16;1,510096076;43,59827742;Vetement/textile;Homme;Bon;4
1053;20/07/2019;15:29:10;1,363302981;43,60602066;Electronique;Telephonie;Inconnu;4
1054;21/07/2019;14:31:02;1,447228483;43,58821372;Outils;NULL;Inconnu;3
1055;22/07/2019;00:44:15;1,50559671;43,65083521;Decos;NULL;Réparable;2
1056;23/07/2019;16:34:30;1,490069822;43,53212631;Vehicules;Velos;Réparable;1
1057;24/07/2019;00:32:51;1,42615558;43,6115477;Vaisselles;NULL;Abimé;2
1058;25/07/2019;03:27:45;1,445973223;43,62084346;Vetement/textile;Enfant;Inconnu;4
1059;26/07/2019;18:25:03;1,395821938;43,59091093;Ameublement;Chaise;Réparable;1
1060;27/07/2019;14:42:07;1,493522582;43,62558093;Ameublement;Table;Abimé;4
1061;28/07/2019;00:10:27;1,352524604;43,53342338;Vehicules;Velos;Inconnu;3
1062;29/07/2019;13:47:15;1,365610813;43,55693006;Matériaux;Bois;Réparable;2
1063;30/07/2019;04:35:19;1,465992627;43,65829227;Electroménager;NULL;Abimé;4
1064;31/07/2019;03:15:26;1,431973591;43,61796107;Matériaux;Carton;Réparable;2
1065;01/08/2019;15:10:27;1,412028431;43,53709297;Ameublement;Literie;Inconnu;1
1066;02/08/2019;07:54:22;1,445264259;43,5706218;Ameublement;Literie;Abimé;1
1067;03/08/2019;23:32:45;1,434438943;43,58952398;Electronique;Jeux videos;Bon;4
1068;04/08/2019;14:33:19;1,376965213;43,57831657;Vetement/textile;Enfant;Inconnu;3
1069;05/08/2019;08:55:46;1,387467998;43,60435703;Ameublement;Rangement;Inconnu;1
1070;06/08/2019;17:57:36;1,389146287;43,58216073;Vehicules;Autres;Abimé;2
1071;07/08/2019;23:30:36;1,454708731;43,56372217;Vehicules;Velos;Réparable;1
1072;08/08/2019;16:21:13;1,360704083;43,55941535;Ameublement;Fauteuil;Bon;2
1073;09/08/2019;04:17:34;1,393944047;43,58408428;Ameublement;Fauteuil;Inconnu;4
1074;10/08/2019;10:36:00;1,434175898;43,6513292;Matériaux;Feraille;Réparable;3
1075;11/08/2019;03:26:00;1,368942096;43,58107501;Ameublement;Rangement;Abimé;1
1076;12/08/2019;20:20:56;1,364199615;43,57575772;Divers;NULL;Inconnu;1
1077;13/08/2019;08:14:25;1,362467964;43,6101581;Electronique;Telephonie;Abimé;2
1078;14/08/2019;22:57:37;1,459387481;43,65469292;Electronique;Telephonie;Bon;3
1079;15/08/2019;21:36:13;1,45885515;43,59975731;Vetement/textile;Femme;Abimé;1
1080;16/08/2019;10:45:20;1,349121086;43,5436938;Electroménager;NULL;Inconnu;1
1081;17/08/2019;02:00:14;1,430265883;43,54507892;Ameublement;Rangement;Inconnu;2
1082;18/08/2019;09:34:20;1,441322758;43,58337527;Vehicules;Autres;Réparable;1
1083;19/08/2019;02:15:02;1,355397631;43,60443163;Ameublement;Table;Inconnu;4
1084;20/08/2019;05:09:45;1,369270876;43,58443702;Ameublement;Rangement;Bon;4
1085;21/08/2019;07:14:37;1,437099372;43,55473826;Matériaux;Carton;Réparable;1
1086;22/08/2019;06:17:50;1,396730123;43,57907568;Divers;NULL;Réparable;3
1087;23/08/2019;23:47:24;1,347698918;43,57576008;Ameublement;Table;Bon;2
1088;24/08/2019;13:40:39;1,468720235;43,62068242;Vehicules;Autres;Abimé;3
1089;25/08/2019;12:31:58;1,478893431;43,62800888;Ameublement;Chaise;Réparable;4
1090;26/08/2019;08:55:30;1,441703727;43,55298313;Vetement/textile;Femme;Inconnu;2
1091;27/08/2019;17:20:15;1,397604625;43,56293833;Divers;NULL;Abimé;1
1092;28/08/2019;06:15:53;1,49139953;43,53631853;Electronique;Telephonie;Inconnu;3
1093;29/08/2019;17:12:45;1,414839098;43,57402483;Vehicules;Velos;Bon;2
1094;30/08/2019;21:48:23;1,345969474;43,59341726;Outils;NULL;Inconnu;1
1095;31/08/2019;08:25:40;1,410011214;43,62752332;Vehicules;Autres;Abimé;4
1096;01/09/2019;04:31:11;1,355529522;43,61890751;Vehicules;Velos;Bon;2
1097;02/09/2019;15:56:32;1,420519187;43,58441829;Matériaux;Carton;Abimé;1
1098;03/09/2019;12:41:50;1,502309424;43,64907153;Electronique;Telephonie;Réparable;4
1099;04/09/2019;05:59:08;1,494984662;43,58830322;Vetement/textile;Femme;Bon;4
1100;05/09/2019;02:55:26;1,488391145;43,57506786;Ameublement;Table;Inconnu;3
1101;06/09/2019;19:52:24;1,353252271;43,6042826;Vetement/textile;Homme;Réparable;2
1102;07/09/2019;09:26:21;1,469220734;43,64745978;Matériaux;Verre;Abimé;3
1103;08/09/2019;17:53:16;1,388950488;43,53747589;Outils;NULL;Abimé;2
1104;09/09/2019;06:05:20;1,357541118;43,64261028;Divers;NULL;Réparable;1
1105;10/09/2019;22:28:55;1,460106853;43,54978229;Vetement/textile;Homme;Réparable;4
1106;11/09/2019;00:20:18;1,370517534;43,6013186;Vetement/textile;Femme;Réparable;3
1107;12/09/2019;18:10:36;1,474043483;43,59668316;Vaisselles;NULL;Abimé;1
1108;13/09/2019;06:43:12;1,471678301;43,59181904;Ameublement;Rangement;Réparable;2
1109;14/09/2019;17:01:52;1,361102878;43,52926893;Vetement/textile;Femme;Inconnu;4
1110;15/09/2019;05:12:46;1,410467477;43,63055578;Matériaux;Verre;Réparable;2
1111;16/09/2019;18:56:40;1,404743047;43,65954149;Matériaux;Bois;Abimé;2
1112;17/09/2019;16:25:02;1,41555399;43,53984884;Matériaux;Verre;Inconnu;4
1113;18/09/2019;05:34:00;1,473494623;43,61063349;Electronique;Telephonie;Bon;4
1114;19/09/2019;09:08:51;1,486770887;43,53641814;Ameublement;Chaise;Réparable;2
1115;20/09/2019;04:54:53;1,397202156;43,53404863;Vehicules;Velos;Réparable;3
1116;21/09/2019;23:50:37;1,343404603;43,53312833;Vetement/textile;Femme;Réparable;3
1117;22/09/2019;22:47:18;1,426420431;43,57170071;Divers;NULL;Réparable;4
1118;23/09/2019;15:39:04;1,4058868;43,64596199;Vaisselles;NULL;Inconnu;2
1119;24/09/2019;15:32:35;1,368604093;43,65790945;Vehicules;Pieces detaches;Bon;2
1120;25/09/2019;18:36:48;1,471298083;43,56430193;Vetement/textile;Femme;Réparable;1
1121;26/09/2019;08:56:07;1,405466865;43,56992791;Electronique;Telephonie;Inconnu;3
1122;27/09/2019;15:29:41;1,466157586;43,55590147;Vetement/textile;Femme;Abimé;4
1123;28/09/2019;12:30:50;1,38821227;43,59854711;Vehicules;Velos;Bon;3
1124;29/09/2019;16:30:00;1,488953952;43,59832301;Vetement/textile;Femme;Abimé;2
1125;30/09/2019;19:39:57;1,494268348;43,64859388;Ameublement;Table;Inconnu;2
1126;01/10/2019;08:49:17;1,40824862;43,53807568;Vetement/textile;Enfant;Abimé;4
1127;02/10/2019;01:00:05;1,478091726;43,5984599;Vetement/textile;Homme;Abimé;3
1128;03/10/2019;05:49:37;1,372095884;43,63643216;Matériaux;Verre;Abimé;2
1129;04/10/2019;11:15:15;1,470810756;43,62345812;Electronique;Telephonie;Réparable;4
1130;05/10/2019;10:59:53;1,468684778;43,62055513;Vaisselles;NULL;Bon;1
1131;06/10/2019;13:46:05;1,412776598;43,55988895;Vetement/textile;Enfant;Abimé;3
1132;07/10/2019;19:22:10;1,491253609;43,53691624;Ameublement;Rangement;Abimé;4
1133;08/10/2019;17:07:06;1,39220018;43,60168239;Vehicules;Velos;Réparable;3
1134;09/10/2019;10:55:45;1,480367735;43,56642663;Divers;NULL;Inconnu;4
1135;10/10/2019;09:46:08;1,474786379;43,59589195;Matériaux;Verre;Réparable;1
1136;11/10/2019;14:01:13;1,404212422;43,54012453;Electronique;Telephonie;Abimé;2
1137;12/10/2019;09:16:50;1,37459235;43,62409653;Vehicules;Autres;Inconnu;1
1138;13/10/2019;15:25:44;1,483243577;43,61878879;Vetement/textile;Homme;Réparable;2
1139;14/10/2019;06:07:37;1,352592004;43,59236421;Ameublement;Fauteuil;Inconnu;3
1140;15/10/2019;13:42:31;1,446385176;43,64666901;Vehicules;Pieces detaches;Réparable;3
1141;16/10/2019;10:36:52;1,452954412;43,57230129;Electronique;Ordinateur;Bon;3
1142;17/10/2019;12:27:38;1,369637392;43,58582646;Vehicules;Velos;Abimé;4
1143;18/10/2019;05:33:55;1,345787717;43,56124286;Vehicules;Autres;Abimé;3
1144;19/10/2019;22:53:19;1,464225884;43,62035202;Electroménager;NULL;Inconnu;1
1145;20/10/2019;12:05:09;1,485905435;43,63486875;Electroménager;NULL;Bon;3
1146;21/10/2019;19:25:02;1,415021395;43,59734521;Matériaux;Bois;Bon;1
1147;22/10/2019;22:28:33;1,344811444;43,58870219;Matériaux;Feraille;Inconnu;4
1148;23/10/2019;20:02:39;1,466826624;43,55998601;Ameublement;Literie;Inconnu;1
1149;24/10/2019;14:52:24;1,454368506;43,64915911;Outils;NULL;Abimé;4
1150;25/10/2019;17:26:56;1,498124473;43,59641369;Electronique;Jeux videos;Inconnu;4
1151;26/10/2019;22:56:45;1,407962407;43,58911659;Vetement/textile;Enfant;Réparable;2
1152;27/10/2019;11:40:34;1,3676603;43,62213801;Vehicules;Pieces detaches;Réparable;4
1153;28/10/2019;15:27:10;1,464338061;43,6057753;Ameublement;Fauteuil;Réparable;2
1154;29/10/2019;12:39:01;1,401330033;43,56715482;Vehicules;Pieces detaches;Inconnu;2
1155;30/10/2019;04:41:02;1,379028038;43,60965895;Electronique;Ordinateur;Réparable;4
1156;31/10/2019;20:22:47;1,397761941;43,56280226;Vaisselles;NULL;Inconnu;4
1157;01/11/2019;13:42:08;1,507161801;43,60336196;Ameublement;Literie;Bon;3
1158;02/11/2019;01:03:31;1,458400037;43,6091548;Vaisselles;NULL;Réparable;4
1159;03/11/2019;23:24:10;1,354578047;43,61644288;Vehicules;Velos;Abimé;2
1160;04/11/2019;08:25:56;1,367109719;43,55404121;Electronique;Jeux videos;Réparable;3
1161;05/11/2019;03:30:06;1,367193551;43,57203116;Electroménager;NULL;Inconnu;3
1162;06/11/2019;06:00:09;1,500689782;43,6131604;Ameublement;Fauteuil;Réparable;4
1163;07/11/2019;15:13:40;1,367291205;43,56002066;Ameublement;Literie;Abimé;3
1164;08/11/2019;20:19:43;1,421692702;43,59748304;Vetement/textile;Enfant;Abimé;4
1165;09/11/2019;18:59:58;1,38817048;43,64632532;Matériaux;Feraille;Inconnu;3
1166;10/11/2019;03:54:26;1,346369093;43,63381565;Electronique;Jeux videos;Abimé;2
1167;11/11/2019;09:57:08;1,395228945;43,5294663;Vehicules;Pieces detaches;Inconnu;1
1168;12/11/2019;05:17:00;1,464534646;43,61478389;Vetement/textile;Femme;Bon;3
1169;13/11/2019;08:05:58;1,360658211;43,64716604;Ameublement;Literie;Bon;4
1170;14/11/2019;17:36:38;1,383208147;43,5959349;Ameublement;Chaise;Inconnu;2
1171;15/11/2019;22:57:31;1,456778943;43,55854291;Ameublement;Rangement;Réparable;1
1172;16/11/2019;15:28:04;1,423927144;43,65642792;Electronique;Jeux videos;Abimé;3
1173;17/11/2019;14:43:37;1,343501471;43,58874212;Vetement/textile;Homme;Bon;3
1174;18/11/2019;04:16:56;1,507279943;43,65491991;Ameublement;Fauteuil;Abimé;2
1175;19/11/2019;21:23:02;1,359295038;43,60137477;Divers;NULL;Abimé;4
1176;20/11/2019;22:10:39;1,465867798;43,61052896;Vehicules;Velos;Réparable;4
1177;21/11/2019;20:38:50;1,436509265;43,59702408;Electronique;Telephonie;Abimé;2
1178;22/11/2019;12:21:59;1,483316784;43,55155643;Divers;NULL;Abimé;4
1179;23/11/2019;00:43:10;1,348995409;43,63614331;Ameublement;Rangement;Bon;1
1180;24/11/2019;02:54:22;1,508226339;43,58936908;Electronique;Telephonie;Abimé;4
1181;25/11/2019;18:09:39;1,455131456;43,61704161;Vehicules;Autres;Réparable;3
1182;26/11/2019;21:42:06;1,405410711;43,63407135;Matériaux;Carton;Inconnu;3
1183;27/11/2019;07:54:23;1,495070416;43,62304463;Vehicules;Pieces detaches;Abimé;3
1184;28/11/2019;18:28:35;1,364328553;43,64274426;Ameublement;Rangement;Réparable;2
1185;29/11/2019;08:54:48;1,394223421;43,63477108;Ameublement;Literie;Bon;3
1186;30/11/2019;20:47:08;1,380707856;43,57600158;Vaisselles;NULL;Inconnu;1
1187;01/12/2019;09:19:50;1,498973249;43,623051;Ameublement;Rangement;Réparable;3
1188;02/12/2019;10:22:42;1,386937299;43,56661887;Ameublement;Chaise;Inconnu;1
1189;03/12/2019;18:36:00;1,349576902;43,58638048;Decos;NULL;Inconnu;2
1190;04/12/2019;20:42:14;1,363786297;43,60566758;Matériaux;Bois;Abimé;1
1191;05/12/2019;23:56:55;1,434232796;43,645066;Ameublement;Chaise;Abimé;4
1192;06/12/2019;15:35:50;1,394264624;43,65470824;Vehicules;Autres;Bon;2
1193;07/12/2019;13:37:03;1,468573639;43,60423539;Electronique;Ordinateur;Réparable;4
1194;08/12/2019;17:24:36;1,407025299;43,5627002;Vehicules;Autres;Réparable;4
1195;09/12/2019;14:15:56;1,379344621;43,54689183;Ameublement;Literie;Inconnu;4
1196;10/12/2019;17:54:46;1,428350288;43,55947794;Electronique;Jeux videos;Bon;4
1197;11/12/2019;18:02:59;1,391966282;43,56804243;Matériaux;Verre;Abimé;2
1198;12/12/2019;16:00:59;1,456244748;43,62082758;Vehicules;Pieces detaches;Inconnu;2
1199;13/12/2019;20:25:04;1,409478298;43,53342585;Electronique;Ordinateur;Inconnu;1
1200;14/12/2019;16:41:39;1,465260756;43,59026489;Vetement/textile;Enfant;Inconnu;3
1201;15/12/2019;19:44:30;1,36901754;43,55736525;Divers;NULL;Inconnu;4
1202;16/12/2019;13:28:47;1,456767981;43,6212323;Decos;NULL;Réparable;3
1203;17/12/2019;20:20:16;1,365755192;43,53730383;Ameublement;Fauteuil;Réparable;1
1204;18/12/2019;15:16:29;1,429784308;43,55237845;Vetement/textile;Femme;Inconnu;3
1205;19/12/2019;16:28:59;1,491464396;43,62639273;Ameublement;Fauteuil;Abimé;4
1206;20/12/2019;03:18:04;1,361904545;43,60128158;Outils;NULL;Réparable;2
1207;21/12/2019;07:52:22;1,344404114;43,62141966;Matériaux;Feraille;Inconnu;1
1208;22/12/2019;22:45:21;1,44336478;43,60143411;Matériaux;Verre;Inconnu;4
1209;23/12/2019;02:43:17;1,475254567;43,58183764;Ameublement;Chaise;Bon;3
1210;24/12/2019;11:16:56;1,355118994;43,53457845;Vehicules;Autres;Réparable;3
1211;25/12/2019;13:32:49;1,408605236;43,56396887;Vehicules;Autres;Bon;3
1212;26/12/2019;01:21:21;1,343584035;43,63844461;Vetement/textile;Enfant;Réparable;1
1213;27/12/2019;00:44:22;1,465053265;43,65923545;Vehicules;Autres;Inconnu;1
1214;28/12/2019;15:45:25;1,432115201;43,5453112;Ameublement;Chaise;Réparable;2
1215;29/12/2019;09:46:44;1,482351572;43,55661743;Matériaux;Feraille;Inconnu;1
1216;30/12/2019;11:22:32;1,360412718;43,56997561;Divers;NULL;Réparable;2
1217;31/12/2019;17:31:36;1,356249742;43,54472844;Electroménager;NULL;Abimé;3
1218;01/01/2020;12:41:12;1,453192533;43,58758911;Matériaux;Carton;Réparable;1
1219;02/01/2020;23:18:51;1,427659522;43,59258532;Outils;NULL;Abimé;1
1220;03/01/2020;05:32:44;1,499596242;43,60389767;Matériaux;Verre;Bon;4
1221;04/01/2020;23:27:03;1,486931699;43,60149253;Vehicules;Velos;Réparable;3
1222;05/01/2020;18:10:56;1,454403202;43,60665868;Vetement/textile;Femme;Bon;2
1223;06/01/2020;18:41:26;1,492782008;43,63297439;Ameublement;Table;Réparable;4
1224;07/01/2020;05:11:29;1,386390688;43,59834623;Matériaux;Bois;Bon;2
1225;08/01/2020;08:56:31;1,468747658;43,54881028;Decos;NULL;Inconnu;4
1226;09/01/2020;23:14:39;1,473751554;43,64554185;Decos;NULL;Réparable;2
1227;10/01/2020;06:30:04;1,347725056;43,57892184;Electronique;Jeux videos;Inconnu;2
1228;11/01/2020;00:50:09;1,397933255;43,57009519;Decos;NULL;Inconnu;4
1229;12/01/2020;23:44:58;1,410538787;43,61662014;Vetement/textile;Femme;Réparable;3
1230;13/01/2020;04:05:38;1,407924821;43,56583274;Ameublement;Chaise;Réparable;4
1231;14/01/2020;07:12:01;1,4934175;43,55665945;Matériaux;Feraille;Réparable;1
1232;15/01/2020;21:55:07;1,468244508;43,62513268;Divers;NULL;Inconnu;3
1233;16/01/2020;03:27:43;1,453555465;43,59681176;Divers;NULL;Abimé;2
1234;17/01/2020;19:23:31;1,385264676;43,57996625;Electronique;Ordinateur;Bon;1
1235;18/01/2020;07:22:35;1,385909894;43,59943475;Vetement/textile;Homme;Abimé;2
1236;19/01/2020;03:31:29;1,485827271;43,55596221;Vetement/textile;Femme;Bon;2
1237;20/01/2020;19:08:47;1,475168229;43,5413983;Outils;NULL;Inconnu;1
1238;21/01/2020;09:43:15;1,451171773;43,58978028;Electronique;Ordinateur;Abimé;1
1239;22/01/2020;13:49:19;1,449233548;43,63279049;Electroménager;NULL;Bon;3
1240;23/01/2020;20:58:38;1,463435167;43,61546247;Matériaux;Feraille;Réparable;3
1241;24/01/2020;18:40:33;1,449319567;43,62870585;Matériaux;Feraille;Bon;1
1242;25/01/2020;02:05:33;1,419378237;43,62286383;Matériaux;Carton;Inconnu;4
1243;26/01/2020;23:03:09;1,391244917;43,58992261;Outils;NULL;Bon;4
1244;27/01/2020;18:09:25;1,3607187;43,60546099;Ameublement;Rangement;Réparable;4
